time,rmse_kf,rmse_ekf,rmse_pf,error_x_kf,error_y_kf,error_x_ekf,error_y_ekf,error_x_pf,error_y_pf
20.0002,0.0010,0.0037,0.0286,-0.0002,-0.0000,0.0060,0.0000,0.0461,-0.0168
20.1002,0.0010,0.0037,0.0287,-0.0002,-0.0000,0.0062,0.0000,0.0451,-0.0166
20.2002,0.0010,0.0038,0.0289,-0.0003,-0.0000,0.0058,0.0000,0.0442,-0.0164
20.3002,0.0010,0.0038,0.0290,-0.0008,-0.0000,0.0047,0.0000,0.0423,-0.0161
20.4004,0.0010,0.0038,0.0291,-0.0011,-0.0000,0.0039,0.0000,0.0406,-0.0161
20.5003,0.0010,0.0038,0.0292,-0.0006,-0.0000,0.0048,0.0000,0.0423,-0.0160
20.6003,0.0010,0.0038,0.0294,-0.0002,-0.0000,0.0056,0.0000,0.0427,-0.0160
20.7084,0.0010,0.0038,0.0295,-0.0004,-0.0000,0.0052,0.0000,0.0432,-0.0164
20.8004,0.0010,0.0038,0.0296,-0.0007,-0.0000,0.0044,0.0000,0.0412,-0.0163
20.9002,0.0010,0.0038,0.0297,-0.0004,-0.0000,0.0047,0.0000,0.0404,-0.0163
21.0002,0.0010,0.0038,0.0298,-0.0002,-0.0000,0.0052,0.0000,0.0422,-0.0164
21.1004,0.0010,0.0038,0.0299,-0.0002,-0.0000,0.0052,0.0000,0.0402,-0.0162
21.2002,0.0010,0.0038,0.0300,-0.0002,-0.0000,0.0051,0.0000,0.0416,-0.0160
21.3002,0.0010,0.0039,0.0301,0.0001,-0.0000,0.0059,0.0000,0.0400,-0.0160
21.4002,0.0010,0.0039,0.0302,0.0001,0.0000,0.0060,0.0000,0.0381,-0.0160
21.5013,0.0010,0.0039,0.0303,-0.0003,-0.0000,0.0051,0.0000,0.0383,-0.0159
21.6034,0.0010,0.0039,0.0303,-0.0003,-0.0000,0.0051,0.0000,0.0365,-0.0159
21.7003,0.0010,0.0039,0.0304,0.0009,0.0000,0.0073,0.0000,0.0375,-0.0156
21.8001,0.0010,0.0040,0.0305,0.0014,0.0000,0.0084,0.0000,0.0382,-0.0151
21.9001,0.0010,0.0040,0.0305,-0.0025,-0.0000,0.0074,0.0000,0.0351,-0.0149
22.0007,0.0010,0.0040,0.0306,-0.0008,-0.0000,0.0048,0.0000,0.0347,-0.0146
22.1002,0.0010,0.0040,0.0306,-0.0001,-0.0000,0.0063,0.0000,0.0339,-0.0141
22.2006,0.0010,0.0040,0.0306,0.0004,0.0000,0.0072,0.0000,0.0343,-0.0137
22.3004,0.0010,0.0040,0.0307,-0.0000,-0.0000,0.0061,0.0000,0.0345,-0.0134
22.4003,0.0010,0.0041,0.0307,0.0001,-0.0000,0.0066,0.0000,0.0351,-0.0133
22.5003,0.0010,0.0041,0.0308,-0.0001,-0.0000,0.0059,0.0000,0.0375,-0.0129
22.6002,0.0010,0.0041,0.0308,0.0006,0.0000,0.0075,0.0000,0.0401,-0.0128
22.7013,0.0010,0.0041,0.0309,0.0007,0.0000,0.0081,0.0000,0.0436,-0.0128
22.8002,0.0010,0.0042,0.0311,0.0017,0.0000,0.0094,0.0000,0.0457,-0.0129
22.9047,0.0010,0.0042,0.0312,0.0009,0.0000,0.0095,0.0000,0.0443,-0.0129
23.0002,0.0010,0.0043,0.0313,0.0009,0.0000,0.0094,0.0000,0.0482,-0.0129
23.1012,0.0010,0.0043,0.0314,-0.0001,-0.0000,0.0071,0.0000,0.0439,-0.0128
23.2002,0.0010,0.0043,0.0315,0.0002,0.0000,0.0076,0.0000,0.0466,-0.0129
23.3026,0.0010,0.0043,0.0316,-0.0005,-0.0000,0.0064,0.0000,0.0441,-0.0128
23.4003,0.0010,0.0043,0.0317,-0.0006,-0.0000,0.0058,0.0000,0.0460,-0.0124
23.5002,0.0010,0.0043,0.0318,-0.0005,-0.0000,0.0060,0.0000,0.0442,-0.0120
23.6002,0.0010,0.0044,0.0319,-0.0002,-0.0000,0.0065,0.0000,0.0453,-0.0117
23.7004,0.0010,0.0044,0.0320,0.0010,0.0000,0.0096,0.0000,0.0485,-0.0116
23.8002,0.0010,0.0044,0.0321,0.0005,0.0000,0.0081,0.0000,0.0453,-0.0115
23.9003,0.0010,0.0044,0.0321,-0.0002,-0.0000,0.0068,0.0000,0.0402,-0.0114
24.0029,0.0010,0.0044,0.0322,-0.0003,-0.0000,0.0063,0.0000,0.0420,-0.0112
24.1002,0.0010,0.0045,0.0323,-0.0003,-0.0000,0.0062,0.0000,0.0466,-0.0110
24.2003,0.0010,0.0045,0.0324,-0.0005,-0.0000,0.0058,0.0000,0.0492,-0.0107
24.3045,0.0010,0.0045,0.0325,0.0000,0.0000,0.0070,0.0000,0.0510,-0.0104
24.4004,0.0010,0.0045,0.0327,0.0005,0.0000,0.0083,0.0000,0.0521,-0.0099
24.5002,0.0010,0.0046,0.0328,0.0011,0.0000,0.0107,0.0000,0.0514,-0.0095
24.6003,0.0010,0.0046,0.0329,0.0019,0.0000,0.0123,0.0000,0.0534,-0.0094
24.7004,0.0010,0.0047,0.0330,0.0014,0.0000,0.0116,0.0000,0.0531,-0.0090
24.8003,0.0010,0.0047,0.0332,0.0008,0.0000,0.0103,0.0000,0.0501,-0.0086
24.9033,0.0010,0.0047,0.0332,-0.0005,-0.0000,0.0070,0.0000,0.0451,-0.0084
25.0002,0.0010,0.0048,0.0333,-0.0004,-0.0000,0.0069,0.0000,0.0498,-0.0080
25.1003,0.0010,0.0048,0.0334,-0.0006,-0.0000,0.0067,0.0000,0.0501,-0.0076
25.2001,0.0010,0.0048,0.0335,-0.0004,-0.0000,0.0072,0.0000,0.0494,-0.0079
25.3000,0.0010,0.0048,0.0336,-0.0009,-0.0000,0.0056,0.0000,0.0473,-0.0078
25.4001,0.0010,0.0048,0.0337,-0.0011,-0.0000,0.0049,0.0000,0.0455,-0.0078
25.5001,0.0010,0.0048,0.0337,-0.0043,-0.0000,0.0049,0.0000,0.0450,-0.0078
25.6001,0.0010,0.0048,0.0338,-0.0009,-0.0000,0.0051,0.0000,0.0445,-0.0078
25.7001,0.0010,0.0048,0.0339,-0.0004,-0.0000,0.0052,0.0000,0.0424,-0.0077
25.8004,0.0011,0.0048,0.0339,-0.0043,-0.0000,0.0038,0.0000,0.0386,-0.0077
25.9007,0.0011,0.0048,0.0339,-0.0008,-0.0000,0.0048,0.0000,0.0422,-0.0077
26.0002,0.0011,0.0048,0.0340,-0.0009,-0.0000,0.0042,0.0000,0.0421,-0.0077
26.1003,0.0011,0.0048,0.0340,-0.0007,-0.0000,0.0045,0.0000,0.0432,-0.0077
26.2046,0.0011,0.0048,0.0341,-0.0005,-0.0000,0.0050,0.0000,0.0443,-0.0077
26.3002,0.0011,0.0048,0.0341,-0.0006,-0.0000,0.0050,0.0000,0.0454,-0.0078
26.4002,0.0011,0.0048,0.0342,-0.0005,-0.0000,0.0045,0.0000,0.0484,-0.0080
26.5002,0.0011,0.0048,0.0343,0.0004,0.0000,0.0061,0.0000,0.0503,-0.0081
26.6001,0.0010,0.0048,0.0344,0.0002,0.0000,0.0064,0.0000,0.0499,-0.0081
26.7002,0.0010,0.0048,0.0345,0.0004,0.0000,0.0067,0.0000,0.0504,-0.0078
26.8002,0.0010,0.0048,0.0346,-0.0003,0.0000,0.0056,0.0000,0.0455,-0.0077
26.9028,0.0010,0.0048,0.0346,0.0003,0.0000,0.0066,0.0000,0.0480,-0.0076
27.0043,0.0010,0.0048,0.0347,-0.0002,0.0000,0.0055,0.0000,0.0445,-0.0074
27.1093,0.0010,0.0048,0.0347,-0.0005,-0.0000,0.0049,0.0000,0.0423,-0.0075
27.2003,0.0010,0.0048,0.0348,0.0005,0.0000,0.0071,0.0000,0.0469,-0.0074
27.3002,0.0010,0.0048,0.0349,0.0006,0.0000,0.0073,0.0000,0.0470,-0.0073
27.4001,0.0010,0.0049,0.0349,0.0006,0.0000,0.0076,0.0000,0.0467,-0.0073
27.5001,0.0010,0.0049,0.0350,-0.0003,-0.0000,0.0057,0.0000,0.0468,-0.0073
27.6002,0.0010,0.0049,0.0350,-0.0001,0.0000,0.0061,0.0000,0.0468,-0.0073
27.7002,0.0010,0.0049,0.0351,-0.0005,-0.0000,0.0056,0.0000,0.0457,-0.0072
27.8036,0.0010,0.0049,0.0351,0.0002,0.0000,0.0071,0.0000,0.0453,-0.0073
27.9026,0.0010,0.0049,0.0352,-0.0004,0.0000,0.0058,0.0000,0.0430,-0.0071
28.0001,0.0010,0.0049,0.0352,0.0001,0.0000,0.0068,0.0000,0.0414,-0.0068
28.1003,0.0010,0.0049,0.0352,-0.0001,0.0000,0.0066,0.0000,0.0401,-0.0068
28.2002,0.0010,0.0049,0.0353,0.0003,0.0000,0.0075,0.0000,0.0381,-0.0067
28.3001,0.0010,0.0049,0.0353,0.0004,0.0000,0.0076,0.0000,0.0384,-0.0065
28.4001,0.0010,0.0049,0.0353,-0.0003,-0.0000,0.0056,0.0000,0.0346,-0.0065
28.5004,0.0010,0.0049,0.0353,-0.0001,0.0000,0.0065,0.0000,0.0365,-0.0064
28.6001,0.0010,0.0050,0.0353,-0.0004,-0.0000,0.0057,0.0000,0.0367,-0.0062
28.7001,0.0010,0.0050,0.0353,0.0002,0.0000,0.0074,0.0000,0.0387,-0.0064
28.8005,0.0010,0.0050,0.0353,0.0000,0.0000,0.0070,0.0000,0.0374,-0.0066
28.9015,0.0010,0.0050,0.0353,-0.0007,-0.0000,0.0052,0.0000,0.0374,-0.0067
29.0007,0.0010,0.0050,0.0354,0.0013,0.0000,0.0096,0.0000,0.0504,-0.0068
29.1001,0.0010,0.0050,0.0355,0.0002,0.0000,0.0073,0.0000,0.0481,-0.0069
29.2001,0.0010,0.0050,0.0355,0.0004,0.0000,0.0077,0.0000,0.0437,-0.0068
29.3001,0.0010,0.0050,0.0355,-0.0003,0.0000,0.0060,0.0000,0.0403,-0.0066
29.4001,0.0010,0.0050,0.0355,-0.0002,0.0000,0.0062,0.0000,0.0370,-0.0066
