time,rmse_kf,rmse_ekf,rmse_pf,error_x_kf,error_y_kf,error_x_ekf,error_y_ekf,error_x_pf,error_y_pf
25.2024,0.0010,0.0045,0.0341,-0.0000,0.0000,0.0051,0.0000,0.0335,-0.0156
25.3002,0.0010,0.0045,0.0341,-0.0002,-0.0000,0.0048,0.0000,0.0343,-0.0155
25.4002,0.0010,0.0046,0.0342,0.0017,0.0000,0.0090,0.0000,0.0434,-0.0154
25.5002,0.0010,0.0046,0.0343,0.0008,0.0000,0.0072,0.0000,0.0415,-0.0150
25.6002,0.0010,0.0046,0.0343,-0.0004,-0.0000,0.0050,0.0000,0.0401,-0.0145
25.7002,0.0010,0.0046,0.0344,0.0001,0.0000,0.0057,0.0000,0.0432,-0.0142
25.8002,0.0010,0.0046,0.0344,-0.0001,0.0000,0.0054,0.0000,0.0442,-0.0139
25.9002,0.0010,0.0046,0.0345,0.0005,0.0000,0.0067,0.0000,0.0422,-0.0136
26.0001,0.0010,0.0046,0.0345,0.0006,0.0000,0.0071,0.0000,0.0424,-0.0133
26.1003,0.0010,0.0046,0.0346,-0.0004,0.0000,0.0055,0.0000,0.0403,-0.0127
26.2003,0.0010,0.0046,0.0346,-0.0004,-0.0000,0.0052,0.0000,0.0365,-0.0121
26.3002,0.0010,0.0046,0.0346,-0.0001,0.0000,0.0056,0.0000,0.0384,-0.0119
26.4003,0.0010,0.0046,0.0347,-0.0000,0.0000,0.0058,0.0000,0.0404,-0.0117
26.5002,0.0010,0.0046,0.0347,-0.0002,0.0000,0.0055,0.0000,0.0416,-0.0116
26.6017,0.0010,0.0046,0.0347,-0.0002,0.0000,0.0056,0.0000,0.0405,-0.0117
26.7004,0.0010,0.0047,0.0348,0.0012,0.0000,0.0088,0.0000,0.0450,-0.0117
26.8002,0.0010,0.0047,0.0349,0.0005,0.0000,0.0074,0.0000,0.0459,-0.0117
26.9002,0.0010,0.0047,0.0349,0.0006,0.0000,0.0076,0.0000,0.0467,-0.0119
27.0002,0.0010,0.0047,0.0350,0.0001,0.0000,0.0067,0.0000,0.0450,-0.0119
27.1001,0.0010,0.0047,0.0350,-0.0005,-0.0000,0.0051,0.0000,0.0450,-0.0120
27.2001,0.0010,0.0047,0.0351,0.0001,0.0000,0.0065,0.0000,0.0451,-0.0117
27.3002,0.0010,0.0047,0.0351,-0.0007,-0.0000,0.0046,0.0000,0.0410,-0.0115
27.4003,0.0010,0.0047,0.0352,-0.0008,-0.0000,0.0046,0.0000,0.0416,-0.0113
27.5009,0.0010,0.0047,0.0352,-0.0004,-0.0000,0.0055,0.0000,0.0421,-0.0111
27.6010,0.0010,0.0047,0.0352,-0.0005,-0.0000,0.0052,0.0000,0.0428,-0.0111
27.7004,0.0010,0.0047,0.0353,0.0001,0.0000,0.0060,0.0000,0.0433,-0.0111
27.8003,0.0010,0.0047,0.0353,-0.0004,-0.0000,0.0052,0.0000,0.0427,-0.0111
27.9002,0.0010,0.0047,0.0354,-0.0003,0.0000,0.0049,0.0000,0.0426,-0.0109
28.0003,0.0010,0.0047,0.0354,-0.0001,0.0000,0.0058,0.0000,0.0425,-0.0108
28.1090,0.0010,0.0047,0.0354,-0.0009,-0.0000,0.0038,0.0000,0.0367,-0.0108
28.2002,0.0010,0.0047,0.0354,0.0000,0.0000,0.0058,0.0000,0.0387,-0.0107
28.3002,0.0009,0.0047,0.0355,-0.0005,-0.0000,0.0047,0.0000,0.0360,-0.0108
28.4001,0.0009,0.0047,0.0355,0.0001,0.0000,0.0063,0.0000,0.0378,-0.0109
28.5004,0.0009,0.0048,0.0355,0.0009,0.0000,0.0079,0.0000,0.0453,-0.0110
28.6020,0.0009,0.0048,0.0356,-0.0002,0.0000,0.0058,0.0000,0.0458,-0.0109
28.7002,0.0009,0.0048,0.0356,0.0006,0.0000,0.0074,0.0000,0.0468,-0.0112
28.8002,0.0009,0.0048,0.0357,0.0003,0.0000,0.0070,0.0000,0.0447,-0.0113
28.9003,0.0009,0.0048,0.0357,-0.0001,0.0000,0.0020,0.0000,0.0401,-0.0115
29.0002,0.0009,0.0048,0.0357,0.0000,0.0000,0.0065,0.0000,0.0420,-0.0115
29.1002,0.0009,0.0048,0.0358,-0.0004,0.0000,0.0052,0.0000,0.0387,-0.0115
29.2002,0.0009,0.0048,0.0358,-0.0001,0.0000,0.0055,0.0000,0.0399,-0.0116
29.3002,0.0009,0.0048,0.0358,-0.0001,0.0000,0.0059,0.0000,0.0395,-0.0114
29.4002,0.0009,0.0048,0.0358,-0.0005,0.0000,0.0050,0.0000,0.0396,-0.0113
29.5003,0.0009,0.0048,0.0359,-0.0004,0.0000,0.0051,0.0000,0.0404,-0.0114
29.6004,0.0009,0.0048,0.0359,-0.0004,0.0000,0.0057,0.0000,0.0392,-0.0115
29.7002,0.0009,0.0048,0.0359,-0.0001,0.0000,0.0056,0.0000,0.0408,-0.0117
29.8001,0.0009,0.0048,0.0359,0.0003,0.0000,0.0065,0.0000,0.0425,-0.0120
29.9002,0.0009,0.0048,0.0360,0.0008,0.0000,0.0077,0.0000,0.0472,-0.0123
30.0002,0.0009,0.0048,0.0361,0.0010,0.0000,0.0083,0.0000,0.0520,-0.0124
30.1026,0.0009,0.0049,0.0362,0.0003,0.0000,0.0070,0.0000,0.0525,-0.0126
30.2002,0.0009,0.0049,0.0362,-0.0003,0.0000,0.0058,0.0000,0.0491,-0.0127
30.3005,0.0009,0.0049,0.0363,0.0002,0.0000,0.0071,0.0000,0.0508,-0.0129
30.4029,0.0009,0.0049,0.0364,0.0007,0.0000,0.0083,0.0000,0.0514,-0.0133
30.5003,0.0009,0.0049,0.0365,0.0018,0.0000,0.0112,0.0000,0.0573,-0.0136
30.6002,0.0009,0.0050,0.0366,0.0013,0.0000,0.0102,0.0000,0.0548,-0.0140
30.7002,0.0009,0.0050,0.0367,0.0013,0.0000,0.0107,0.0000,0.0535,-0.0141
30.8010,0.0009,0.0050,0.0368,0.0009,0.0000,0.0099,0.0000,0.0532,-0.0140
30.9012,0.0009,0.0050,0.0368,-0.0021,-0.0000,0.0070,0.0000,0.0517,-0.0141
31.0012,0.0009,0.0051,0.0369,0.0013,0.0000,0.0114,0.0000,0.0537,-0.0143
31.1023,0.0009,0.0051,0.0370,-0.0004,-0.0000,0.0068,0.0000,0.0494,-0.0142
31.2003,0.0009,0.0051,0.0371,0.0012,0.0000,0.0113,0.0000,0.0595,-0.0138
31.3003,0.0009,0.0051,0.0372,-0.0001,-0.0000,0.0081,0.0000,0.0558,-0.0139
31.4002,0.0009,0.0051,0.0373,-0.0003,-0.0000,0.0084,0.0000,0.0572,-0.0139
31.5002,0.0009,0.0051,0.0374,-0.0010,-0.0000,0.0058,0.0000,0.0540,-0.0140
31.6004,0.0009,0.0051,0.0374,-0.0010,-0.0000,0.0059,0.0000,0.0509,-0.0142
31.7002,0.0009,0.0052,0.0375,-0.0004,-0.0000,0.0069,0.0000,0.0525,-0.0143
31.8009,0.0009,0.0052,0.0376,-0.0006,-0.0000,0.0063,0.0000,0.0528,-0.0140
31.9003,0.0009,0.0052,0.0377,-0.0001,-0.0000,0.0077,0.0000,0.0558,-0.0139
32.0002,0.0009,0.0052,0.0378,0.0004,0.0000,0.0090,0.0000,0.0599,-0.0137
32.1019,0.0009,0.0052,0.0379,-0.0003,-0.0000,0.0071,0.0000,0.0594,-0.0141
32.2004,0.0009,0.0052,0.0380,-0.0009,-0.0000,0.0059,0.0000,0.0580,-0.0141
32.3004,0.0009,0.0052,0.0381,-0.0010,-0.0000,0.0053,0.0000,0.0570,-0.0142
32.4005,0.0009,0.0052,0.0382,-0.0012,-0.0000,0.0044,0.0000,0.0534,-0.0139
32.5051,0.0009,0.0052,0.0382,-0.0005,-0.0000,0.0028,0.0000,0.0533,-0.0136
32.6003,0.0009,0.0052,0.0383,-0.0005,-0.0000,0.0060,0.0000,0.0523,-0.0132
32.7001,0.0009,0.0052,0.0383,-0.0037,-0.0000,0.0050,0.0000,0.0471,-0.0130
32.8002,0.0009,0.0052,0.0384,-0.0005,-0.0000,0.0059,0.0000,0.0521,-0.0123
32.9002,0.0009,0.0052,0.0385,-0.0006,-0.0000,0.0055,0.0000,0.0508,-0.0121
33.0007,0.0009,0.0052,0.0385,-0.0000,-0.0000,0.0068,0.0000,0.0509,-0.0117
33.1009,0.0009,0.0052,0.0386,0.0008,0.0000,0.0086,0.0000,0.0491,-0.0112
33.2002,0.0009,0.0052,0.0386,0.0015,0.0000,0.0108,0.0000,0.0556,-0.0110
33.3002,0.0009,0.0053,0.0387,0.0009,0.0000,0.0094,0.0000,0.0545,-0.0106
33.4003,0.0009,0.0053,0.0388,0.0008,0.0000,0.0094,0.0000,0.0527,-0.0102
33.5002,0.0009,0.0053,0.0388,-0.0005,-0.0000,0.0063,0.0000,0.0474,-0.0100
33.6011,0.0009,0.0053,0.0389,-0.0005,-0.0000,0.0063,0.0000,0.0512,-0.0100
33.7002,0.0009,0.0053,0.0389,-0.0008,-0.0000,0.0056,0.0000,0.0492,-0.0102
33.8002,0.0009,0.0053,0.0390,-0.0009,-0.0000,0.0057,0.0000,0.0509,-0.0104
33.9003,0.0009,0.0053,0.0390,-0.0005,-0.0000,0.0060,0.0000,0.0527,-0.0105
34.0036,0.0009,0.0053,0.0391,-0.0007,-0.0000,0.0052,0.0000,0.0514,-0.0108
34.1002,0.0009,0.0053,0.0391,0.0007,0.0000,0.0088,0.0000,0.0553,-0.0110
34.2002,0.0009,0.0053,0.0392,-0.0003,-0.0000,0.0062,0.0000,0.0551,-0.0112
34.3002,0.0009,0.0053,0.0393,-0.0005,-0.0000,0.0057,0.0000,0.0534,-0.0112
34.4025,0.0009,0.0053,0.0393,0.0002,-0.0000,0.0072,0.0000,0.0550,-0.0113
34.5012,0.0009,0.0053,0.0394,0.0003,0.0000,0.0076,0.0000,0.0531,-0.0116
34.6002,0.0009,0.0053,0.0395,0.0002,-0.0000,0.0076,0.0000,0.0564,-0.0116
34.7010,0.0009,0.0053,0.0395,0.0001,-0.0000,0.0073,0.0000,0.0556,-0.0115
34.8030,0.0009,0.0054,0.0396,0.0004,0.0000,0.0085,0.0000,0.0558,-0.0115
34.9002,0.0009,0.0054,0.0397,0.0024,0.0000,0.0133,0.0000,0.0598,-0.0117
35.0002,0.0009,0.0054,0.0398,0.0009,0.0000,0.0107,0.0000,0.0570,-0.0115
35.1002,0.0009,0.0054,0.0398,0.0002,0.0000,0.0089,0.0000,0.0545,-0.0116
35.2022,0.0009,0.0055,0.0399,0.0009,0.0000,0.0109,0.0000,0.0552,-0.0118
35.3010,0.0009,0.0055,0.0399,0.0011,0.0000,0.0117,0.0000,0.0567,-0.0119
35.4003,0.0009,0.0055,0.0400,0.0007,0.0000,0.0104,0.0000,0.0596,-0.0120
35.5002,0.0009,0.0056,0.0401,0.0009,0.0000,0.0122,0.0000,0.0585,-0.0123
35.6002,0.0009,0.0056,0.0402,-0.0001,-0.0000,0.0091,0.0000,0.0536,-0.0126
35.7004,0.0009,0.0056,0.0402,-0.0010,-0.0000,0.0068,0.0000,0.0499,-0.0123
35.8051,0.0009,0.0056,0.0402,-0.0008,-0.0000,0.0071,0.0000,0.0464,-0.0123
35.9002,0.0009,0.0056,0.0402,-0.0015,-0.0000,0.0046,0.0000,0.0411,-0.0121
36.0002,0.0009,0.0056,0.0402,-0.0011,-0.0000,0.0054,0.0000,0.0348,-0.0120
36.1002,0.0009,0.0056,0.0402,-0.0009,-0.0000,0.0060,0.0000,0.0395,-0.0119
36.2005,0.0009,0.0056,0.0403,-0.0007,-0.0000,0.0064,0.0000,0.0443,-0.0117
36.3002,0.0009,0.0056,0.0403,-0.0006,-0.0000,0.0068,0.0000,0.0463,-0.0115
36.4003,0.0009,0.0056,0.0403,-0.0008,-0.0000,0.0055,0.0000,0.0459,-0.0115
36.5006,0.0009,0.0056,0.0403,-0.0007,-0.0000,0.0057,0.0000,0.0457,-0.0114
36.6002,0.0009,0.0056,0.0403,-0.0006,-0.0000,0.0059,0.0000,0.0448,-0.0115
36.7002,0.0009,0.0056,0.0404,-0.0007,-0.0000,0.0054,0.0000,0.0438,-0.0112
36.8002,0.0009,0.0056,0.0404,-0.0007,-0.0000,0.0054,0.0000,0.0426,-0.0110
36.9002,0.0009,0.0056,0.0404,-0.0003,-0.0000,0.0063,0.0000,0.0436,-0.0108
37.0070,0.0009,0.0056,0.0404,-0.0006,-0.0000,0.0056,0.0000,0.0475,-0.0105
37.1002,0.0009,0.0056,0.0404,-0.0006,-0.0000,0.0054,0.0000,0.0459,-0.0105
37.2002,0.0009,0.0056,0.0405,-0.0001,-0.0000,0.0068,0.0000,0.0464,-0.0105
37.3002,0.0009,0.0056,0.0405,-0.0001,-0.0000,0.0063,0.0000,0.0450,-0.0105
37.4004,0.0009,0.0056,0.0405,-0.0009,-0.0000,0.0044,0.0000,0.0400,-0.0106
37.5002,0.0009,0.0056,0.0405,-0.0004,-0.0000,0.0060,0.0000,0.0439,-0.0106
37.6007,0.0009,0.0056,0.0405,-0.0001,-0.0000,0.0062,0.0000,0.0453,-0.0104
37.7004,0.0009,0.0056,0.0405,-0.0004,-0.0000,0.0057,0.0000,0.0447,-0.0102
37.8003,0.0009,0.0056,0.0406,0.0011,0.0000,0.0090,0.0000,0.0480,-0.0102
37.9004,0.0009,0.0056,0.0406,0.0009,0.0000,0.0088,0.0000,0.0514,-0.0102
38.0002,0.0009,0.0056,0.0406,0.0003,0.0000,0.0077,0.0000,0.0516,-0.0102
38.1005,0.0009,0.0056,0.0407,-0.0005,-0.0000,0.0058,0.0000,0.0477,-0.0100
38.2002,0.0009,0.0056,0.0407,-0.0006,-0.0000,0.0055,0.0000,0.0491,-0.0099
38.3002,0.0009,0.0056,0.0407,-0.0041,-0.0000,0.0014,0.0000,0.0464,-0.0098
38.4002,0.0009,0.0056,0.0407,-0.0008,-0.0000,0.0050,0.0000,0.0461,-0.0094
38.5003,0.0009,0.0056,0.0407,0.0001,-0.0000,0.0064,0.0000,0.0449,-0.0090
38.6005,0.0009,0.0056,0.0407,-0.0009,-0.0000,0.0044,0.0000,0.0404,-0.0084
38.7001,0.0009,0.0056,0.0408,-0.0002,-0.0000,0.0058,0.0000,0.0437,-0.0081
38.8003,0.0009,0.0056,0.0408,-0.0007,-0.0000,0.0045,0.0000,0.0433,-0.0077
38.9020,0.0009,0.0056,0.0408,0.0003,0.0000,0.0069,0.0000,0.0456,-0.0074
39.0030,0.0009,0.0056,0.0408,0.0003,0.0000,0.0066,0.0000,0.0473,-0.0071
39.1010,0.0009,0.0056,0.0408,-0.0004,-0.0000,0.0055,0.0000,0.0457,-0.0071
39.2002,0.0009,0.0056,0.0408,-0.0008,-0.0000,0.0044,0.0000,0.0464,-0.0069
39.3003,0.0009,0.0056,0.0409,0.0001,-0.0000,0.0062,0.0000,0.0484,-0.0069
39.4002,0.0009,0.0056,0.0409,0.0004,0.0000,0.0068,0.0000,0.0508,-0.0071
39.5002,0.0009,0.0056,0.0409,-0.0008,-0.0000,0.0043,0.0000,0.0452,-0.0077
39.6002,0.0009,0.0056,0.0409,0.0001,-0.0000,0.0063,0.0000,0.0480,-0.0079
39.7002,0.0009,0.0056,0.0409,-0.0011,-0.0000,0.0036,0.0000,0.0419,-0.0080
39.8003,0.0009,0.0056,0.0409,-0.0001,-0.0000,0.0055,0.0000,0.0409,-0.0082
