time,kf_cov_x,kf_cov_y,kf_cov_theta,ekf_cov_x,ekf_cov_y,ekf_cov_theta,pf_cov_x,pf_cov_y,pf_cov_theta
30.2077,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0004,0.0021
30.3030,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0031,0.0004,0.0020
30.4014,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0004,0.0020
30.5001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0004,0.0020
30.6002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0004,0.0020
30.7001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0004,0.0021
30.8036,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0037,0.0004,0.0021
30.9001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0038,0.0004,0.0023
31.0001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0037,0.0004,0.0023
31.1035,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0004,0.0022
