time,kf_cov_x,kf_cov_y,kf_cov_theta,ekf_cov_x,ekf_cov_y,ekf_cov_theta,pf_cov_x,pf_cov_y,pf_cov_theta
28.5002,0.0196,0.0196,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0041
28.6001,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0067,0.0003,0.0045
28.7001,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0045
28.8002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0062,0.0003,0.0043
28.9002,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0042
29.0002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0060,0.0003,0.0040
29.1001,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0039
29.2103,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0039
29.3043,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0067,0.0003,0.0039
29.4047,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0037
29.5002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0034
29.6001,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0035
29.7002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0057,0.0003,0.0037
29.8002,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0061,0.0003,0.0037
29.9001,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0037
30.0002,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0039
30.1070,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0060,0.0003,0.0039
30.2001,0.0197,0.0197,0.0000,0.0179,0.0179,0.0179,0.0071,0.0003,0.0042
30.3001,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0071,0.0003,0.0042
30.4024,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0069,0.0003,0.0041
30.5002,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0040
30.6001,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0039
30.7001,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0040
30.8006,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0067,0.0003,0.0038
30.9027,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0068,0.0003,0.0040
31.0001,0.0196,0.0196,0.0000,0.0179,0.0179,0.0179,0.0070,0.0003,0.0041
31.1002,0.0197,0.0197,0.0000,0.0179,0.0179,0.0179,0.0075,0.0003,0.0044
31.2004,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0075,0.0003,0.0045
31.3000,0.0198,0.0198,0.0000,0.0179,0.0179,0.0179,0.0079,0.0003,0.0050
31.4002,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0077,0.0003,0.0049
31.5001,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0068,0.0003,0.0047
31.6002,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0073,0.0003,0.0043
31.7002,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0070,0.0003,0.0041
31.8001,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0068,0.0003,0.0040
31.9004,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0071,0.0003,0.0040
32.0002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0069,0.0003,0.0039
32.1007,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0069,0.0003,0.0037
32.2001,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0068,0.0003,0.0036
32.3002,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0038
32.4002,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0036
