time,true_dist,kf_dist,ekf_dist,pf_dist,kf_err,ekf_err,pf_err
12.7011,0.8485,0.8485,0.8485,0.8587,0.0000,0.0000,0.0102
12.8022,0.8485,0.8485,0.8485,0.8581,0.0000,0.0000,0.0096
12.9001,0.8485,0.8485,0.8485,0.8561,0.0000,0.0000,0.0076
13.0002,0.8485,0.8485,0.8485,0.8587,0.0000,0.0000,0.0101
13.1011,0.8485,0.8485,0.8485,0.8569,0.0000,0.0000,0.0084
13.2002,0.8485,0.8485,0.8485,0.8579,0.0000,0.0000,0.0093
13.3045,0.8485,0.8485,0.8485,0.8570,0.0000,0.0000,0.0085
13.4052,0.8485,0.8485,0.8485,0.8555,0.0000,0.0000,0.0069
13.5015,0.8485,0.8485,0.8485,0.8548,0.0000,0.0000,0.0062
13.6001,0.8485,0.8485,0.8485,0.8555,0.0000,0.0000,0.0070
13.7027,0.8485,0.8485,0.8485,0.8578,0.0000,0.0000,0.0093
13.8002,0.8485,0.8485,0.8485,0.8578,0.0000,0.0000,0.0093
13.9002,0.8485,0.8485,0.8485,0.8586,0.0000,0.0000,0.0101
14.0001,0.8485,0.8485,0.8485,0.8578,0.0000,0.0000,0.0093
14.1002,0.8485,0.8485,0.8485,0.8592,0.0000,0.0000,0.0107
14.2002,0.8485,0.8485,0.8485,0.8590,0.0000,0.0000,0.0104
14.3078,0.8485,0.8485,0.8485,0.8594,0.0000,0.0000,0.0109
14.4001,0.8485,0.8485,0.8485,0.8609,0.0000,0.0000,0.0124
14.5005,0.8485,0.8485,0.8485,0.8602,0.0000,0.0000,0.0116
14.6002,0.8485,0.8485,0.8485,0.8621,0.0000,0.0000,0.0135
14.7002,0.8485,0.8485,0.8485,0.8613,0.0000,0.0000,0.0128
14.8002,0.8485,0.8485,0.8485,0.8627,0.0000,0.0000,0.0141
14.9002,0.8485,0.8485,0.8485,0.8595,0.0000,0.0000,0.0110
15.0003,0.8485,0.8485,0.8451,0.8519,0.0000,0.0034,0.0033
15.1026,0.8480,0.8483,0.8397,0.8437,0.0003,0.0083,0.0043
15.2001,0.8473,0.8479,0.8372,0.8387,0.0006,0.0101,0.0085
15.3002,0.8450,0.8463,0.8355,0.8363,0.0013,0.0095,0.0087
15.4039,0.8435,0.8451,0.8336,0.8336,0.0016,0.0099,0.0099
15.5029,0.8396,0.8419,0.8313,0.8262,0.0023,0.0083,0.0135
15.6002,0.8354,0.8381,0.8291,0.8212,0.0027,0.0063,0.0143
15.7001,0.8313,0.8339,0.8257,0.8169,0.0027,0.0056,0.0144
15.8002,0.8251,0.8276,0.8202,0.8078,0.0025,0.0048,0.0173
15.9002,0.8210,0.8232,0.8156,0.8009,0.0023,0.0054,0.0200
16.0003,0.8169,0.8190,0.8121,0.7977,0.0022,0.0048,0.0192
16.1009,0.8128,0.8147,0.8080,0.7909,0.0019,0.0048,0.0219
16.2002,0.8108,0.8126,0.8058,0.7863,0.0019,0.0050,0.0245
16.3010,0.8048,0.8063,0.7997,0.7807,0.0016,0.0051,0.0241
16.4002,0.8008,0.8024,0.7966,0.7781,0.0017,0.0042,0.0227
16.5026,0.7968,0.7982,0.7923,0.7743,0.0014,0.0045,0.0225
16.6002,0.7929,0.7939,0.7875,0.7691,0.0010,0.0054,0.0238
16.7002,0.7890,0.7896,0.7829,0.7622,0.0006,0.0061,0.0268
16.8002,0.7870,0.7877,0.7807,0.7617,0.0007,0.0063,0.0253
16.9002,0.7832,0.7837,0.7770,0.7579,0.0006,0.0062,0.0252
17.0001,0.7793,0.7797,0.7727,0.7551,0.0004,0.0066,0.0242
17.1045,0.7755,0.7763,0.7707,0.7527,0.0008,0.0048,0.0228
17.2023,0.7717,0.7725,0.7670,0.7500,0.0008,0.0047,0.0217
17.3002,0.7680,0.7684,0.7625,0.7449,0.0005,0.0055,0.0230
17.4001,0.7624,0.7634,0.7590,0.7427,0.0010,0.0034,0.0197
17.5009,0.7587,0.7595,0.7550,0.7389,0.0009,0.0037,0.0198
17.6001,0.7550,0.7557,0.7516,0.7370,0.0007,0.0035,0.0180
17.7029,0.7514,0.7522,0.7478,0.7324,0.0008,0.0036,0.0190
17.8012,0.7478,0.7485,0.7443,0.7290,0.0007,0.0035,0.0188
17.9026,0.7425,0.7432,0.7392,0.7254,0.0007,0.0033,0.0171
18.0007,0.7389,0.7392,0.7349,0.7202,0.0003,0.0040,0.0187
18.1002,0.7355,0.7358,0.7314,0.7175,0.0003,0.0040,0.0180
18.2032,0.7320,0.7322,0.7277,0.7137,0.0002,0.0043,0.0183
